Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,Weather_Condition,Junction,Crossing,Railway_Crossing,Stop_Sign,Speed_Breaker,Severity
Highway,Snow,82.15820509986168,100,Truck,34.25842285018157,56.99846157854995,963.4045207069582,Rainy,Crossroad,0,0,0,1,Medium
Urban,Damaged,51.13544884098744,60,Truck,14.774302265724607,64.96884421825733,687.8264932545194,Foggy,Crossroad,1,0,0,0,High
Urban,Damaged,78.00413533289102,60,Bus,27.936673487754714,85.20590022877195,892.9971361208551,Foggy,Crossroad,1,1,1,1,High
Highway,Wet,85.71876647429102,100,Truck,19.977622218198892,92.61762452146155,128.77955776451049,Rainy,Crossroad,1,0,0,0,High
Rural,Wet,94.45774970241033,80,Bike,37.86258112839191,62.03992860552492,775.3227831470465,Storm,No,0,1,0,1,High
Highway,Dry,88.2497873854748,100,Car,35.866249250370814,77.3201825240528,343.16293239332174,Rainy,T-Junction,0,0,1,0,Low
Rural,Damaged,72.27585393829499,80,Bike,20.64890463609152,57.93212317622759,993.7343171398212,Storm,T-Junction,0,0,1,1,High
Rural,Dry,78.62062719840297,80,Bike,24.89454590045146,61.960740238009144,884.7509206357888,Clear,Crossroad,0,1,0,1,Medium
Rural,Damaged,47.10620042741529,80,Bike,32.76683007384776,46.860957817474144,436.89940818753774,Storm,Crossroad,0,0,0,0,High
Rural,Damaged,68.50442030032758,80,Bus,31.51130035964502,70.7509555844359,21.88253537541002,Storm,T-Junction,1,1,0,0,High
Urban,Dry,90.14058836936665,60,Bus,11.709518699154986,92.71754176614886,335.69048872008057,Rainy,T-Junction,0,1,1,0,Medium
Urban,Wet,55.03816318976427,60,Bus,39.28901173057166,48.79481169715796,506.04539224216916,Clear,T-Junction,0,1,1,0,Medium
Highway,Snow,87.28744798054771,100,Car,36.68216702835329,61.59309718629008,336.16167999187434,Storm,No,1,1,1,0,Medium
Rural,Wet,57.733159763150084,80,Truck,20.170816822920855,56.459148817218306,652.0375699070034,Storm,Crossroad,0,1,0,0,High
Rural,Snow,56.07617972392367,80,Truck,35.63970167261277,69.13110081463842,732.3690532797459,Foggy,No,0,1,1,0,Medium
Rural,Damaged,86.84945033966997,80,Bike,31.880686577099866,63.47241675886741,236.22980274474648,Foggy,Crossroad,1,1,1,1,High
Highway,Snow,102.03985535640052,100,Truck,10.263409420955655,77.04946199638462,192.43701289026018,Clear,T-Junction,1,0,1,1,High
Highway,Wet,85.44772637943709,100,Car,32.219914658696965,47.52660788717912,494.1675144175042,Foggy,T-Junction,1,1,0,1,High
Rural,Snow,58.266292871965014,80,Bike,27.393306337729186,46.93396639776269,52.65142564806652,Rainy,Crossroad,0,1,1,0,High
Urban,Damaged,56.51431704036926,60,Bike,11.505204500031383,24.339253058519787,228.1662718885892,Rainy,T-Junction,0,1,1,0,High
Rural,Dry,71.96537850880888,80,Bike,31.196097644577367,83.2289654748783,428.72745601290177,Foggy,Crossroad,0,1,0,0,High
Rural,Damaged,101.84779939928299,80,Bike,26.470038890105165,30.36589790441368,550.8597763028117,Rainy,No,1,0,1,0,High
Rural,Wet,101.23581648414185,80,Truck,20.083667150442572,47.39855623821165,186.73292206241467,Foggy,No,1,0,0,1,High
Rural,Dry,90.8399343896536,80,Bike,28.09402483310909,60.2689990901804,370.16328401932566,Rainy,Crossroad,0,0,0,0,Medium
Urban,Wet,74.92520359616073,60,Bike,31.881525673344537,55.75880758255148,288.32165401227155,Clear,No,0,1,0,1,High
Urban,Wet,69.93702249841961,60,Bus,24.901482349784345,41.081556789952806,474.85509427840503,Rainy,T-Junction,1,0,0,0,High
Highway,Wet,89.06550827570587,100,Bus,17.904735169506935,69.87000836073456,869.1354137436666,Clear,Crossroad,1,1,1,1,Medium
Highway,Dry,105.24564663704369,100,Bike,20.196748286184196,47.525220018797256,134.64646041932372,Rainy,Crossroad,1,0,0,1,High
Rural,Dry,60.28019242948042,80,Bike,21.800619284258325,74.79120549914185,264.1465745789949,Rainy,Crossroad,1,1,0,0,Medium
Rural,Dry,58.5979872921404,80,Bus,33.835541091081026,69.2101128926158,523.9812234825934,Storm,Crossroad,1,0,1,1,Medium
Highway,Snow,90.65089715954187,100,Truck,17.979294730422247,41.94302912393832,342.2853410527401,Storm,T-Junction,0,1,0,0,High
Highway,Snow,94.7749837272779,100,Bike,19.296323699520542,58.492584299929746,301.1673705747123,Rainy,No,1,1,1,0,Medium
Urban,Damaged,60.555142992362875,60,Truck,26.19704446602624,40.788828994940076,394.58669523949465,Foggy,T-Junction,1,0,1,0,High
Highway,Wet,83.47448271972658,100,Bus,11.379205042835283,94.1263647848757,861.9137443137613,Storm,Crossroad,0,1,0,0,High
Urban,Snow,84.3677371725886,60,Bus,18.979155071422216,61.12593226135547,880.2629687345886,Storm,T-Junction,1,0,1,0,High
Urban,Snow,59.76505642844618,60,Truck,27.749496579540576,63.66083617535882,173.3744392168017,Foggy,T-Junction,0,1,0,0,High
Urban,Damaged,64.8466607761801,60,Car,10.635794245597987,30.426402313495544,373.3612307184978,Foggy,No,0,1,0,1,High
Rural,Dry,77.03274476664721,80,Truck,22.834606245531916,76.66484105741563,972.1984211558317,Foggy,Crossroad,1,1,1,0,Medium
Rural,Wet,108.37421687340418,80,Bus,25.855756420211613,89.28708841473761,194.3638830274894,Clear,No,0,1,0,1,High
Highway,Damaged,77.37902259173927,100,Bike,20.969666769067743,98.58224244849949,448.4030098156571,Rainy,T-Junction,0,0,1,1,Medium
Rural,Dry,82.90716113850851,80,Car,34.50901799905469,65.49255556602884,865.9870127510886,Storm,No,0,0,0,0,Medium
Urban,Damaged,36.03605933051611,60,Truck,23.88921255097357,88.05661599318665,444.52964767762984,Foggy,Crossroad,0,1,1,1,High
Urban,Snow,35.42601171933171,60,Truck,28.08985142322455,71.69320158984047,386.6152374425202,Storm,T-Junction,1,0,0,1,High
Urban,Dry,61.593945043873305,60,Bus,39.923593588306645,38.71380774469483,738.3159112413343,Rainy,T-Junction,0,0,1,1,Medium
Rural,Snow,68.23719324832356,80,Bus,12.597664201755903,27.57839203118931,828.7134591815934,Foggy,T-Junction,0,0,1,0,Medium
Rural,Wet,57.09859063813748,80,Truck,38.251252635439904,87.66177989978975,118.08107117676408,Clear,T-Junction,1,1,1,1,High
Rural,Dry,97.29163406974132,80,Truck,38.06740066094136,57.33668599163556,632.5093052620955,Storm,No,1,0,1,1,Medium
Urban,Wet,57.05849189624948,60,Bike,16.739326566153228,32.6361128287077,778.8353739208915,Rainy,T-Junction,0,1,0,1,High
Highway,Damaged,90.04523954981728,100,Truck,19.363877318026418,76.25856212134094,69.94001164377796,Foggy,No,0,0,0,0,High
Urban,Dry,63.450409918464345,60,Bus,21.10330645506891,37.556920092676485,538.1918622925891,Storm,No,0,1,0,1,Medium
Highway,Wet,126.14913176662947,100,Car,17.92452440589253,28.467454065156446,477.38858151632155,Rainy,T-Junction,1,1,0,0,High
Rural,Snow,100.06779440898214,80,Bike,10.451576161093818,68.81977165496966,346.15147701479725,Clear,T-Junction,1,0,1,1,High
Highway,Snow,110.16935666434826,100,Bike,28.820040114989414,88.06808620261948,428.5420116735002,Rainy,T-Junction,1,1,1,1,High
Rural,Wet,68.10633928052673,80,Bus,30.904906815788138,50.906490158510074,455.9238584414381,Clear,T-Junction,1,0,0,1,Medium
Highway,Dry,91.8182178474554,100,Truck,14.305148553529284,88.24287982127659,860.4216906203477,Rainy,Crossroad,0,0,1,1,Low
Urban,Wet,61.946324900743654,60,Bus,36.84932971417296,28.186778503661962,585.898834364089,Storm,No,1,1,0,1,High
Highway,Damaged,90.0829870677749,100,Truck,10.605212426805972,78.78506848724899,468.0178241546458,Foggy,Crossroad,0,0,0,0,Medium
Highway,Damaged,102.10532025207688,100,Car,30.41496413718967,87.45690080894427,811.9950050148208,Storm,No,1,1,1,1,High
Urban,Damaged,64.64474277789994,60,Car,31.33812286798461,49.51761056843328,404.30171041809166,Clear,Crossroad,0,0,0,1,Medium
Rural,Wet,73.66255678248824,80,Bike,32.379924255970835,65.31606082811788,706.0080169373116,Rainy,No,1,0,0,0,Medium
Highway,Wet,96.8335283180313,100,Bike,33.04814686579921,34.99241116068497,683.4268023294002,Clear,No,1,0,0,0,Medium
Highway,Damaged,92.94970687827114,100,Truck,11.944438436797519,99.68924280215975,316.6510267521652,Storm,T-Junction,0,0,0,0,Medium
Urban,Wet,72.80069382007753,60,Bus,12.372170692523637,51.70725050254859,593.4814525225617,Clear,No,1,1,1,1,Medium
Rural,Wet,76.61522616944468,80,Truck,20.32129872822139,70.77086633940488,873.0308151887049,Clear,Crossroad,1,1,1,1,Medium
Rural,Snow,70.83956580598021,80,Bus,34.86301769281525,93.15647947711902,97.29729693556618,Clear,Crossroad,1,1,1,0,High
Highway,Snow,104.52102220894359,100,Truck,37.500925006318866,32.795809973464415,116.01278367253336,Foggy,T-Junction,1,1,1,1,High
Urban,Snow,51.54219563418598,60,Bike,26.799369529342197,30.819876797177344,687.7859360554831,Rainy,Crossroad,0,0,1,0,Medium
Rural,Dry,83.89612369385789,80,Car,15.15558421996573,81.296475438773,973.2849449595755,Rainy,T-Junction,0,0,0,1,Medium
Urban,Wet,82.0775381449224,60,Car,35.574780013449605,83.46600291103982,941.6211859241257,Storm,No,1,0,0,1,High
Rural,Damaged,81.80941735772723,80,Truck,12.425364724403625,55.86249105373771,390.490730767344,Clear,No,1,1,1,0,Medium
Rural,Wet,85.97056141436704,80,Bike,32.536946220604136,29.451397549406035,474.28441818969293,Clear,Crossroad,1,1,1,1,High
Rural,Wet,92.91861980693861,80,Truck,35.58267582218719,50.170191041209634,842.3514616273302,Clear,T-Junction,1,0,0,1,High
Rural,Wet,66.84398367317014,80,Truck,33.95557629236778,21.163114666649882,381.4790056480796,Storm,T-Junction,1,1,1,0,High
Urban,Snow,77.9952049679898,60,Bus,28.413928964882455,86.75115740159175,246.2379805977962,Clear,T-Junction,0,1,1,1,High
Urban,Wet,79.15171549353272,60,Bus,37.90413782062941,26.73469645437116,729.6250808672743,Foggy,Crossroad,0,0,0,0,High
Highway,Damaged,95.74918574799742,100,Bus,19.799788792275674,29.219819827689584,606.5470356086649,Foggy,No,1,0,1,0,Medium
Highway,Snow,85.16204933598226,100,Truck,18.383347719475765,88.51600165697207,902.0166754634604,Rainy,No,1,0,0,0,Medium
Rural,Wet,97.4633125588116,80,Bus,33.58167227544523,21.581764655782038,282.9413370806546,Foggy,Crossroad,0,1,1,0,High
Urban,Wet,86.80527078333087,60,Car,24.65268561118488,91.40044645180765,832.1310718543672,Clear,T-Junction,0,1,0,1,High
Highway,Wet,92.53948689016123,100,Bus,38.13501416001448,61.774804029326376,580.9373966280086,Clear,T-Junction,0,0,1,1,Medium
Highway,Snow,85.59136102997357,100,Truck,22.811794548396094,51.7883970404946,915.2212534279257,Foggy,T-Junction,0,0,0,0,Medium
Urban,Wet,67.13959107311977,60,Car,35.876505696074126,33.450231453384596,417.39035577544166,Storm,Crossroad,0,1,1,1,High
Urban,Snow,71.31488149223571,60,Car,20.33471199957645,85.44895752288826,517.6386253268466,Foggy,Crossroad,0,1,0,0,High
Highway,Snow,101.05403106565237,100,Car,36.724667838887854,79.57612017413771,466.92212918187835,Rainy,No,1,1,0,1,Medium
Urban,Damaged,44.624178131114505,60,Car,20.553760525927053,35.011754913573185,298.6573359721478,Rainy,Crossroad,1,1,0,0,Medium
Urban,Damaged,68.17375298470452,60,Truck,34.815004856451594,59.995037850167705,768.6718186988878,Clear,T-Junction,1,1,1,1,High
Urban,Snow,48.2182221698273,60,Bus,37.1858901616137,76.28062880994361,390.0394470388029,Storm,Crossroad,0,1,1,1,High
Urban,Damaged,63.41382245097655,60,Car,16.51611877648125,88.96213242607428,701.8084076843835,Storm,No,0,0,0,1,High
Urban,Dry,71.32421428919419,60,Bike,31.194072990302093,64.29186117114753,107.97722546224274,Clear,T-Junction,1,0,1,0,High
Highway,Damaged,98.40563825777227,100,Bus,36.545522178857496,77.33947649478145,404.88535396231777,Clear,No,1,1,0,1,Medium
Rural,Snow,95.88073113041132,80,Truck,36.046706313143005,39.31568720107919,569.7603301685393,Clear,Crossroad,1,0,0,0,High
Rural,Wet,56.886623017408894,80,Car,21.750774246747362,41.37406652600834,327.8893845899059,Storm,T-Junction,1,0,0,0,High
Urban,Wet,45.17596740514766,60,Car,39.27180197527066,84.00590464691294,95.01544452887637,Storm,T-Junction,1,0,0,1,High
Highway,Snow,116.36664121792508,100,Bus,15.880516808381548,54.391285245887104,153.22630095637638,Rainy,Crossroad,0,0,0,1,High
Urban,Snow,60.59313187563618,60,Bike,34.063991222269365,35.061946410063676,357.15634834506136,Rainy,No,1,0,1,1,High
Rural,Wet,91.26406336640615,80,Truck,20.484798358777486,81.85264777779776,979.0169998522883,Foggy,T-Junction,0,1,0,0,High
Highway,Damaged,94.9363999863345,100,Truck,25.892612759740054,49.2430445057882,688.5914757889379,Storm,T-Junction,0,1,0,0,High
Highway,Wet,108.04634021580789,100,Bus,13.460441667152772,78.54460932293789,435.58556583523506,Rainy,Crossroad,1,0,1,0,High
Rural,Damaged,69.58358069595414,80,Bus,26.497961636049588,27.13637810101849,61.226612320025914,Storm,T-Junction,0,0,0,0,High
Highway,Snow,86.75505186931825,100,Truck,39.42077338162217,62.04997438675094,324.70812658842436,Clear,T-Junction,0,0,0,0,Medium
Rural,Wet,67.05932831226261,80,Truck,30.130623727403865,72.89247415815575,946.9080933407332,Rainy,No,1,1,0,0,Medium
Highway,Damaged,63.581951383030756,100,Bike,10.993793989038963,44.006813619909614,541.7818477849333,Clear,T-Junction,1,1,0,0,High
Rural,Wet,84.8266706830412,80,Car,14.517891747098705,77.67676757798105,103.76823131048383,Storm,T-Junction,0,0,0,1,High
Rural,Wet,100.02772295987236,80,Truck,27.236534182489194,52.024360473710416,327.5185288932523,Clear,Crossroad,1,0,0,0,High
Urban,Damaged,74.43567239894793,60,Truck,34.333664990728664,76.08262218191956,83.20618679893275,Clear,Crossroad,0,0,1,1,High
Urban,Wet,57.39745103608517,60,Bike,26.107590075517987,73.98281379417338,716.9074328468198,Storm,T-Junction,0,1,1,1,High
Rural,Dry,105.2991951127469,80,Car,23.105407553140275,42.918946994232456,809.0732412709393,Storm,No,0,0,1,0,Medium
Rural,Damaged,63.81278761999671,80,Car,37.75150810940759,33.71851555085173,318.5325899835019,Clear,No,1,0,0,0,Medium
Highway,Damaged,78.28950149058548,100,Bus,21.312309347228314,76.51338516404955,425.4435592366555,Foggy,T-Junction,0,1,0,1,High
Rural,Damaged,69.4227613968557,80,Bus,30.964445101049378,51.14837101837015,731.3753737364049,Storm,No,0,1,0,1,Medium
Rural,Wet,61.498203058158595,80,Bike,11.276428937358014,73.10424547556948,552.6059490966533,Foggy,Crossroad,1,1,0,1,High
Rural,Dry,82.52911694294967,80,Bike,21.02062743390242,96.51307194377156,936.7244297098997,Foggy,No,0,0,1,1,High
Urban,Wet,82.08367571623205,60,Bike,35.31727714307528,71.51376465292186,148.61900435103811,Foggy,Crossroad,1,1,0,0,High
Urban,Damaged,69.82911689822146,60,Car,22.788316328042903,69.18286077254712,693.5326051761335,Foggy,T-Junction,1,1,0,0,High
Rural,Dry,74.6292435064061,80,Truck,18.956187975434126,93.74195450570393,60.95553440219488,Storm,T-Junction,0,1,1,0,High
Highway,Dry,100.9142845103744,100,Bus,14.562053909846474,27.986782440852444,59.076781878232666,Rainy,T-Junction,0,1,1,0,High
Rural,Snow,82.16524145410783,80,Truck,24.43679946868648,89.06791920389891,456.27754007205203,Rainy,No,1,0,1,1,Medium
Rural,Dry,65.83955275646383,80,Car,34.497815019992416,20.86571328878806,945.1709292101111,Foggy,Crossroad,0,0,1,1,Medium
Highway,Damaged,80.38854603553298,100,Bike,28.838867935516788,26.13408170569275,28.556791402860387,Clear,No,1,0,0,0,High
Highway,Snow,65.8874656736194,100,Bus,22.961934134940023,93.87756109848111,673.6604045196765,Rainy,T-Junction,1,0,0,1,Medium
Urban,Damaged,55.40814694879319,60,Truck,19.118143816813316,39.45956066643805,511.13446796280704,Rainy,Crossroad,1,1,0,0,Medium
Highway,Dry,103.53321990575493,100,Truck,10.942976832652455,98.77075949634289,707.2171742414168,Clear,No,1,0,0,1,Medium
Rural,Damaged,90.64556164147466,80,Bus,15.036471566775774,22.436070774454492,778.8267183059457,Foggy,Crossroad,1,1,1,1,High
Highway,Wet,76.15916255581503,100,Car,34.509614764007836,36.63644200210928,585.4327489221885,Clear,Crossroad,1,0,1,1,Medium
Highway,Dry,106.15113714867991,100,Truck,14.541974951441482,52.801487452287944,843.2137335253252,Storm,Crossroad,1,0,0,0,High
Highway,Wet,90.20854639763489,100,Truck,26.999443375673433,86.08679012041688,600.4132502065128,Rainy,No,1,0,1,1,Medium
Highway,Damaged,102.54939591477576,100,Bus,28.385172121315364,50.865034067589576,81.97536810674332,Clear,No,0,0,0,1,High
Highway,Damaged,120.52578404753919,100,Car,26.858433968303,29.858389288799554,20.912910137863477,Clear,No,0,1,0,0,High
Rural,Damaged,128.55195616431484,80,Bike,28.218833459084955,99.03386495423467,841.808065261097,Foggy,T-Junction,1,1,1,1,High
Highway,Wet,108.74678577939503,100,Truck,15.463698295115282,48.779932812788076,728.7388659806776,Storm,No,1,0,0,0,High
Urban,Snow,55.846418933461614,60,Car,25.343457341474647,63.4329976391425,112.63134493549812,Rainy,Crossroad,1,0,1,0,High
Highway,Dry,105.5131900707391,100,Bike,23.664833233211496,28.680255666283195,21.627589006701726,Clear,Crossroad,1,0,1,0,High
Highway,Wet,101.73917697328602,100,Car,10.920783993702216,51.78052190639798,204.30704902201154,Foggy,Crossroad,1,1,1,0,High
Highway,Dry,85.52478290097119,100,Truck,30.566400767217125,44.54134869551013,42.593876352831664,Clear,Crossroad,0,1,0,1,Medium
Urban,Snow,55.13778683560861,60,Car,21.65275029862199,28.06710629823124,528.9350460107609,Foggy,T-Junction,1,1,0,0,High
Urban,Damaged,64.55241197944709,60,Bus,32.46514125911106,85.67165357379132,559.730572224551,Rainy,No,1,1,1,0,Medium
Rural,Snow,57.97810739383175,80,Bus,28.30539579041487,80.17985203752319,868.039040150546,Foggy,Crossroad,0,0,0,0,Medium
Urban,Wet,25.84825962181464,60,Bike,35.51562739183066,77.8775378033687,817.0754320089845,Foggy,Crossroad,0,1,1,0,High
Urban,Snow,35.810325673075624,60,Bike,28.315807012022404,90.31720057013365,598.7100336239434,Rainy,Crossroad,0,1,0,1,High
Rural,Dry,77.5092507136196,80,Truck,34.391591134590996,51.39870824659405,481.909686165642,Rainy,No,0,0,0,1,Low
Highway,Wet,97.26804614365028,100,Car,13.836873522337413,65.20215096821038,522.6174901295285,Storm,Crossroad,1,1,1,0,High
Rural,Dry,82.60275345298538,80,Car,21.170515914749434,31.438463199807558,747.3746707871373,Foggy,Crossroad,1,0,1,0,High
Rural,Wet,96.14759693847773,80,Bike,35.476299592909164,61.43195563568124,475.33035516769075,Rainy,T-Junction,0,0,1,0,High
Rural,Wet,93.57255293650468,80,Car,30.361630952852998,84.31090910672687,820.4732530136348,Clear,T-Junction,0,0,1,0,Medium
Rural,Wet,93.1902482651593,80,Bike,30.14867353695749,66.88200793635606,461.0966131519935,Foggy,Crossroad,1,0,1,1,High
Urban,Dry,56.96013583848098,60,Truck,14.461352651616316,28.707499473287818,478.79595605146744,Foggy,T-Junction,0,1,0,0,Medium
Rural,Dry,76.7264217611245,80,Car,23.41667288013022,43.9988863074036,638.0134760548236,Foggy,T-Junction,1,0,0,1,Medium
Highway,Dry,74.28312761416504,100,Truck,35.46889991946778,72.62812258534969,99.62440829953131,Foggy,T-Junction,0,0,1,1,Medium
Urban,Dry,59.76220872958931,60,Bus,15.367093312129736,39.34790252521151,953.71092782825,Foggy,T-Junction,0,1,0,0,Medium
Rural,Snow,79.78739918572415,80,Bike,21.108821234815508,92.14443894802402,485.9746354940055,Rainy,Crossroad,1,0,1,1,High
Urban,Snow,30.26251229840832,60,Car,13.725155845557152,89.04044406412962,797.7806688974662,Rainy,T-Junction,0,1,0,1,Medium
Urban,Snow,62.98209313505389,60,Bike,15.084828037659143,48.89236705393961,977.8976506283923,Rainy,No,1,0,1,1,High
Highway,Damaged,114.84045728176505,100,Bike,20.765908370965647,91.39228979326967,959.7810450657169,Clear,Crossroad,0,1,1,1,High
Rural,Wet,76.99763870020041,80,Bike,22.7494204358302,69.2967919575699,864.7105380956933,Foggy,Crossroad,1,1,0,0,High
Rural,Wet,73.66401572602508,80,Bike,28.116827425377046,24.43010960964709,97.51535761977821,Rainy,No,1,1,0,0,High
Rural,Damaged,78.32291555744696,80,Bus,20.173656071982506,28.84726202654179,765.8255159717088,Clear,No,1,0,1,1,Medium
Rural,Damaged,70.48839179049213,80,Truck,12.696456218276655,75.36994927707858,68.05183067211588,Clear,No,0,0,0,1,Medium
Highway,Dry,83.74025469152657,100,Car,11.16851138346738,32.1523471305854,276.78015127993535,Clear,Crossroad,0,0,1,0,Low
Highway,Snow,88.62680704891656,100,Truck,21.77618767539419,64.65506100833821,872.1778987475248,Clear,T-Junction,1,1,1,1,Medium
Rural,Snow,89.61453359355458,80,Car,22.2174098888903,29.99961082612866,682.6974146028662,Rainy,T-Junction,1,0,1,0,High
Rural,Damaged,81.59556822567039,80,Car,10.393886067514135,54.39340354548197,233.98911445762016,Storm,Crossroad,1,1,0,1,High
Urban,Damaged,56.6383791005169,60,Car,35.152451668552374,95.13553844952435,518.9309488081856,Foggy,Crossroad,1,0,0,1,High
